Prscrbr_Geo_Desc,Gnrc_Name,DY13,DY14,DY15,DY16,DY17,DY18,DY19,DY20,DY21
Alabama,Etodolac,21864,19119,18004,16992,"137,641,350",11295,9706,8709,8421
Alabama,Etonogestrel/Ethinyl Estradiol,97,146,137,76,91,115,109,83,81
Alabama,Etravirine,1229,1116,1001,772,578,546,493,435,315
Alabama,Everolimus,536,527,513,472,34495,447,454,426,422
Alabama,Exemestane,4672,4904,4847,4993,"134,773",4658,4531,4756,4837
Alabama,Exenatide,5914,4183,3392,2372,"1,495",965,687,464,315
Alabama,Exenatide Microspheres,2118,3763,6301,7296,"13,875,902",9115,8882,8548,6655
Alabama,Ezetimibe,76197,75718,72553,69933,"4,153,427,104",69956,77840,89499,102197
Alabama,Ezetimibe/Simvastatin,27089,20957,16337,10224,"31,303,666",5214,4359,4213,4566
Alabama,Famciclovir,3237,3170,3255,3622,"3,362",3527,3317,3222,3014
Alabama,Famotidine,66101,67443,67772,75840,"8,032,912",86275,100743,141217,174924
Alabama,Febuxostat,10388,11382,12612,13697,"13,290",13034,11271,8268,7286
Alabama,Felbamate,501,538,559,576,49952,547,572,504,584
Alabama,Felodipine,23143,19322,15785,13802,"11,864",10249,9340,8609,7943
Alabama,Fenofibrate,71245,68970,66788,64898,"6,121,440",56809,52888,50710,48336
Alabama,Fenofibrate Nanocrystallized,42353,41895,41079,38582,"3,532,922",33660,31867,30621,30531
Alabama,"Fenofibrate,micronized",20817,19474,18097,16186,"13,666",12050,10666,10047,9626
Alabama,Fenofibric Acid (Choline),15885,13310,12021,10711,"7,874",6267,5006,4625,4292
Alabama,Fenoprofen Calcium,239,206,272,285,35421,411,574,381,195
Alabama,Fentanyl,60439,60999,61542,59736,"1,954,991,460",38556,28678,24450,20166
Alabama,Fesoterodine Fumarate,11089,9236,8066,6366,"6,417",6278,5846,5249,4444
Alabama,Fidaxomicin,230,163,142,127,104,148,178,178,198
Alabama,Filgrastim,204,211,161,143,91,53,30,64,52
Alabama,Finasteride,55739,58540,65852,71121,"70,924",72219,71447,72213,72621
Alabama,Fingolimod Hcl,661,813,971,964,920,979,989,1013,1000
Alabama,Flavoxate Hcl,1158,1030,809,613,537,512,485,358,318
Alabama,Flecainide Acetate,14525,15479,17313,18592,"19,558",21045,22217,23248,24125
Alabama,Fluconazole,83367,86729,95408,98396,"1,599,872",102024,106308,104292,106774
Alabama,"Fluconazole In Nacl,iso-Osm",49,66,48,74,40,16,53,62,75
Alabama,Fludrocortisone Acetate,10268,10458,10358,10005,"10,148",10318,9462,8636,8302
Alabama,Flunisolide,923,912,1025,1038,23924,858,1006,846,830
Alabama,Fluocinolone Acetonide,1498,1446,1474,1175,"1,404",1515,1551,1770,2051
Alabama,Fluocinolone Acetonide Oil,1603,1500,1464,1297,"1,415",1383,1444,1672,1979
Alabama,Fluocinolone/Shower Cap,848,793,723,552,638,726,752,943,1156
Alabama,Fluocinonide,12985,12439,10314,12330,"11,902",11389,10898,10730,10550
Alabama,Fluocinonide/Emollient Base,308,279,331,388,293,136,155,194,250
Alabama,Fluorometholone,7270,5660,7099,8117,"78,553,012,299",6552,6987,7115,7518
Alabama,Fluorouracil,5562,5745,5976,6623,"12,711,942",7199,7603,7102,7390
Alabama,Fluoxetine Hcl,120722,118709,119810,119603,"1171,17,107163",114384,112870,113373,111044
Alabama,Fluphenazine Decanoate,2774,2991,3284,3210,"3,191",3146,3252,3238,2998
Alabama,Fluphenazine Hcl,6201,6175,6313,6058,"5,844",5360,5069,4622,4846
Alabama,Flurazepam Hcl,858,637,497,316,239,253,98,75,74
Alabama,Flurbiprofen,1230,1136,1132,1207,"1,044",859,770,704,637
Alabama,Flurbiprofen Sodium,696,436,1011,1355,563,801,85,40,18
Alabama,Flutamide,173,135,122,114,101,76,74,72,59
Alabama,Fluticasone Furoate,837,610,499,803,"261,236",3857,4141,4643,4230
Alabama,Fluticasone Propionate,183309,203618,216581,229334,"1,9688,7592,19,325",232302,229261,226866,224273
Alabama,Fluvastatin Sodium,1599,1202,1019,663,18536432,431,258,221,246
Alabama,Fluvoxamine Maleate,4006,3893,4115,4545,"4,956,290",5300,5275,5173,5251
Alabama,Folic Acid,1946,395,101,173,191,258,278,259,6825
Alabama,Fondaparinux Sodium,418,279,265,150,122,104,87,71,92
Alabama,Formoterol Fumarate,2607,2362,1963,552,97,91,102,85,75
Alabama,Fosamprenavir Calcium,417,298,233,134,77,62,66,56,44
Alabama,Fosfomycin Tromethamine,111,169,232,291,282,325,358,390,480
Alabama,Fosinopril Sodium,30894,24879,20005,17315,"14,672",12269,11018,10455,9464
Alabama,Fosinopril/Hydrochlorothiazide,2376,2055,1624,1370,"1,203",981,848,753,686
Alabama,Frovatriptan Succinate,256,259,242,179,197,194,215,271,229
Alabama,Furosemide,556258,537273,526410,511000,"4,90,768276",476211,456646,442838,421536
Alabama,Gabapentin,446275,492983,542849,594235,"6,22,9041,572252",641193,641400,637491,654475
Alabama,Gabapentin Enacarbil,204,326,483,495,362,341,515,467,405
Alabama,Galantamine Hbr,8908,7066,6257,5423,"22,812,419",4163,3792,3373,3326
Alabama,Ganciclovir,235,250,231,231,174,241,241,178,221
Alabama,Gatifloxacin,834,1291,682,294,216,124,266,195,192
Alabama,Gemfibrozil,44209,39313,34303,30400,"27,053",23722,20793,18835,17144
Alabama,Gentamicin Sulfate,11490,11036,11074,10147,"10,268,721",9173,9201,8215,8161
Alabama,Glatiramer Acetate,2504,2399,2510,2562,"244,630,107",2379,2263,2057,1726
Alabama,Glimepiride,147511,145391,145431,146539,"1011,41,988",134782,127669,124631,116910
Alabama,Glipizide,148624,135634,129545,125880,"72,763,365,291,068,700",113254,107717,108385,106665
Alabama,Glipizide/Metformin Hcl,5748,7450,7987,8633,"8,179",6787,6007,5478,4976
Alabama,Glyburide,34837,21503,11658,5401,"4,181",2846,2920,2862,3316
Alabama,"Glyburide,micronized",3158,1867,932,418,34111,235,203,153,150
Alabama,Glyburide/Metformin Hcl,24278,15201,8822,3436,"2,159",1529,1337,1433,1529
Alabama,Glycopyrrolate,3927,4306,3904,4143,"233,859",4446,4893,4723,4793
Alabama,Golimumab,530,503,486,453,42611,449,423,425,484
Alabama,Granisetron,260,273,339,369,242,310,260,235,271
Alabama,Granisetron Hcl,37,25,67,56,38,22,25,25,26
Alabama,Griseofulvin Ultramicrosize,306,221,151,101,101,129,110,54,74
Alabama,"Griseofulvin, Microsize",212,265,202,203,209,210,233,238,222
Alabama,Guanfacine Hcl,6048,4059,2407,2191,"2,096,427",2326,2256,2693,3040
Alabama,Halobetasol Propionate,2591,2360,2099,1810,"1,865",2109,3160,3505,3358
Alabama,Haloperidol,22120,21334,21382,20117,"19,449",19058,15661,16592,16391
Alabama,Haloperidol Decanoate,6553,6673,6795,6896,"52,081,831",7815,7943,7925,7486
Alabama,Haloperidol Lactate,946,893,1168,876,105689,1091,2437,1507,1122
Alabama,"Heparin Sodium,porcine",278,237,243,160,196,103,105,74,62
Alabama,Hepatitis A Virus Vaccine/Pf,25,78,116,163,10896,305,1112,353,185
Alabama,Hepatitis B Virus Vaccine/Pf,11,15,15,17,12,43,71,55,137
Alabama,Hydralazine Hcl,102604,105758,109797,114956,"1,16,402",120398,122853,125840,128239
Alabama,Hydrochlorothiazide,337854,313579,300697,292575,"2,80,98220",271599,295427,351259,327222
Alabama,Hydrocodone/Acetaminophen,1291379,1230417,1112159,1082338,"10,23,68726166125402261168",957937,891680,851973,829920
Alabama,Hydrocodone/Ibuprofen,11945,10769,7973,7421,"6,212,441,116",5523,4180,3223,2351
Alabama,Hydrocortisone,20228,20997,23086,24566,"394,217,348,125,311,000,000,000",27013,28138,28792,30177
Alabama,Hydrocortisone Butyrate,610,537,531,437,34713,335,331,285,190
Alabama,Hydrocortisone Butyrate/Emoll,93,69,71,78,49,50,41,22,17
Alabama,Hydrocortisone Valerate,2016,1828,1650,1360,"1,073",1106,759,600,433
Alabama,Hydrocortisone/Pramoxine,203,225,276,142,22130,158,132,118,223
Alabama,Hydromorphone Hcl,13615,13705,13642,13135,"201,655,010,246",10164,8256,7954,7519
Alabama,Hydroxychloroquine Sulfate,43672,45611,46688,48879,"49,075,204",49836,49738,61680,64210
Alabama,Hydroxypropyl Cellulose,76,119,118,62,59,37,37,20,32
Alabama,Hydroxyurea,5265,5124,5389,5641,"87,175,933",6955,7072,7335,7284
Alabama,Hydroxyzine Hcl,43438,31273,24122,21696,"31,361",36227,47004,57645,60482
Alabama,Hydroxyzine Pamoate,23347,17591,11296,11377,"20,247",24006,20738,26282,27065
Alabama,Hyoscyamine Sulfate,1826,1272,1193,1733,"14,483,071",1387,1197,324,368
Alabama,Ibandronate Sodium,12818,11900,11898,11971,"2,710,305",9511,10069,10606,11672
Alabama,Ibuprofen,68352,69548,73591,77886,"1,080,070,540",87414,93252,92804,96409
Alabama,Ibuprofen/Famotidine,458,639,842,442,241,229,243,286,337
Alabama,Icatibant Acetate,62,113,118,169,169,180,164,196,217
Alabama,Icosapent Ethyl,641,1598,2630,4846,"6,983",9059,17876,26566,30703
Alabama,Iloperidone,993,986,818,649,673,672,696,633,648
Alabama,Imatinib Mesylate,2150,2161,2296,2280,"8,701,320",2232,2195,2215,2266
Alabama,Imipenem/Cilastatin Sodium,221,147,213,97,141,129,186,133,99
Alabama,Imipramine Hcl,9130,7689,6557,6192,"6,138",5905,5772,5835,5406
Alabama,Imipramine Pamoate,393,322,205,157,142,274,127,124,136
Alabama,Imiquimod,1060,1045,1132,1227,"132,322",1543,1643,1479,1683
Alabama,Indapamide,17856,16401,14969,13852,"12,487",11337,10285,10090,10098
Alabama,Indomethacin,14717,7323,4010,4286,"4,113,386",4749,5478,6393,6627
Alabama,Infliximab,68,72,84,149,270,314,360,396,496
Alabama,Insulin Aspart,46791,42293,41899,43622,"1,844,527,389",46359,45609,44277,43140
Alabama,Insulin Detemir,57004,66297,72179,68154,"1,567,942,468",61478,57015,53881,49907
Alabama,"Insulin Glargine,hum.Rec.Anlog",130977,130640,137172,145062,"261,452,218,403,725,000",146431,143443,143427,140585
Alabama,Insulin Glulisine,1966,1912,1685,960,136296,253,177,164,114
Alabama,Insulin Lispro,33250,42178,47515,50061,"19,720,294,062,041",51702,50465,49252,48287
Alabama,"Insulin Regular, Human",23586,20867,19046,17432,"53,651,913,269,067,700",15763,14391,13149,11815
Alabama,"Interferon Alfa-2b,recomb.",46,22,21,26,24,49,41,50,47
Alabama,Interferon Beta-1a,1809,1886,1732,1361,553871,1221,1227,1052,889
Alabama,Interferon Beta-1a/Albumin,1373,1419,1255,1136,57584416,974,921,817,679
Alabama,Interferon Beta-1b,1418,1221,1400,1185,"1,043,104",1028,825,705,587
Alabama,Ipratropium Bromide,19992,19084,19949,20684,"409,317,416",22586,23059,23183,23988
Alabama,Ipratropium/Albuterol Sulfate,41663,38983,38630,34826,"1,965,712,461",29566,28039,23557,19450
Alabama,Irbesartan,22752,24542,25969,26003,"9,825,680",32190,35511,38231,37722
Alabama,Irbesartan/Hydrochlorothiazide,6293,6957,7223,7592,"517,407",10465,13044,13179,12618
Alabama,Isoniazid,434,446,378,531,484,493,380,247,210
Alabama,Isosorbide Dinitrate,22200,21604,20875,21344,"16,197,521,287",19644,18903,18105,17102
Alabama,Isosorbide Mononitrate,125867,120439,115416,111908,"7,1331,00,648",102033,96158,92616,89035
Alabama,Isotretinoin,143,136,159,175,126879,187,228,238,331
Alabama,Isradipine,853,696,517,428,402,332,301,203,171
Alabama,Itraconazole,569,624,569,541,40912,511,562,570,520
Alabama,Ivermectin,733,641,995,1286,"11,992,744,312",1799,1940,2170,6540
Alabama,Ketoconazole,25672,25673,26934,28138,"30,754",32733,35831,37614,41575
Alabama,Ketoprofen,2481,2194,726,447,478,170,101,57,179
Alabama,Ketorolac Tromethamine,16762,16357,15599,15507,"15,760",15305,19429,19896,24371
Alabama,Labetalol Hcl,26067,25346,25365,25181,"24,044",24305,23674,23345,22081
Alabama,Lacosamide,9809,11364,13145,14894,"15,134",15686,16871,16827,17489
Alabama,Lactulose,30964,30069,29365,28719,"1,925,334,430,713,020,000",27262,28193,27332,25865
Alabama,Lamivudine,975,904,1114,1000,3811820187,1103,976,1012,866
Alabama,Lamivudine/Zidovudine,1317,1074,979,923,11771,619,463,385,314
Alabama,Lamotrigine,47694,49810,52344,55897,"67,624,421,543,491,400,000",55917,56132,56930,56731
Alabama,Lanreotide Acetate,76,54,38,42,71,84,88,78,75
Alabama,Lansoprazole,45846,38248,40123,33516,"242,671,010",20812,19903,21876,22207
Alabama,Lansoprazole/Amoxiciln/Clarith,514,344,296,213,155,91,55,32,24
Alabama,Lanthanum Carbonate,1615,1318,1470,1053,645155,717,729,815,770
Alabama,Lapatinib Ditosylate,126,89,125,135,100,95,94,94,100
Alabama,Latanoprost,111633,120755,131194,141962,"1,45,238342",146283,149218,151002,156739
Alabama,Leflunomide,6761,7005,6678,7099,"8,018",8138,8686,8568,8440
Alabama,Lenalidomide,2498,2715,3236,3672,"4,074",5121,5136,5328,5284
Alabama,Letrozole,13301,13269,14836,16397,"9,016,540",17236,17070,18141,18534
Alabama,Leucovorin Calcium,1257,1346,1400,1517,"1,443",1330,1334,1484,1534
Alabama,Leuprolide Acetate,223,186,192,191,3213514,133,162,376,472
Alabama,Levalbuterol Hcl,701,569,494,481,550,563,781,490,292
Alabama,Levalbuterol Tartrate,4111,3712,3303,3233,"8,242,076",2555,2513,2574,2178
Alabama,Levetiracetam,62671,65670,68804,72636,"76,345,070,178,290,000",78436,79913,81307,81063
Alabama,Levobunolol Hcl,2580,2273,2099,1898,"1,769",1798,1633,1297,754
Alabama,Levocarnitine,192,179,171,245,191,236,258,250,278
Alabama,Levocarnitine (With Sugar),16,26,55,39,23,21,23,25,33
Alabama,Levocetirizine Dihydrochloride,33760,43907,55736,69319,"78,513",74645,86932,94190,100242
Alabama,Levofloxacin,116551,123397,133846,117595,"111,06,050",97311,83662,66273,65658
Alabama,Levothyroxine Sodium,746591,749043,753509,756405,"6,87,99252959,535836175",740010,732373,726442,720093
Alabama,Lidocaine,27279,28683,13861,29667,"21,927,149",16885,12677,14177,16296
Alabama,Lidocaine Hcl,11487,11724,13001,12121,"5,725,624,816",10972,10839,10337,9905
Alabama,Lidocaine Hcl/Pf,399,487,688,1256,"108,081",1220,1636,2804,1471
Alabama,Lidocaine/Prilocaine,10413,16216,26681,21861,"12,402",5741,5414,5321,5008
Alabama,Linaclotide,3408,11650,18552,30526,"41,401",43425,50084,53074,57359
Alabama,Linagliptin,9344,14148,19378,24549,"25,057",24650,24148,23550,20502
Alabama,Linagliptin/Metformin Hcl,847,1441,1899,2204,"1,978,142",1853,1697,1577,1329
Alabama,Lindane,248,187,142,80,76,36,18,22,23
Alabama,Linezolid,797,729,675,852,974,933,1204,1471,1629
Alabama,Liothyronine Sodium,3628,4217,4733,5068,"1,105,333",5777,5825,6206,6287
Alabama,Lipase/Protease/Amylase,6603,6946,6918,6831,"549,711,713,111,579",7555,8454,8783,9083
Alabama,Liraglutide,17517,21093,23480,27643,"945,423,323",36768,34849,29499,23012
Alabama,Lisdexamfetamine Dimesylate,1918,2550,3019,3501,"4,107",4599,5130,5599,6395
Alabama,Lisinopril,619242,617861,610351,588963,"5,56,1854036",529775,518884,513248,502686
Alabama,Lisinopril/Hydrochlorothiazide,213527,197656,186467,178314,"1,63,98528",151247,144254,137684,131679
Alabama,Lithium Carbonate,19415,19029,18448,18296,"14,262,390,817",17818,17868,16752,15236
Alabama,Loperamide Hcl,5753,5437,5629,5970,"5,970",5962,6309,6348,7284
Alabama,Lopinavir/Ritonavir,1099,914,749,556,40513,335,202,103,70
Alabama,Lorazepam,181947,184278,186004,186817,"901,75,355362",161788,149181,140896,130722
Alabama,Losartan Potassium,305681,335748,359293,379299,"1473,86,560",411671,440818,492334,493305
Alabama,Losartan/Hydrochlorothiazide,166421,168264,169495,175038,"1351,73,534",183121,146135,88251,111235
Alabama,Loteprednol Etabonate,7871,9373,7802,6984,"5,285,648",6206,5182,5074,5334
Alabama,Lovastatin,92167,82025,75783,72383,"1,866,177",60128,54632,51318,47361
Alabama,Loxapine Succinate,2567,2480,2599,2884,"3,132",2983,3180,2745,2009
Alabama,Lubiprostone,15520,17493,20190,21536,"21,720",19750,17264,15988,9574
Alabama,Lurasidone Hcl,4013,6851,9252,10499,"10,979",10728,10660,10956,10994
Alabama,Magnesium Sulfate,76,121,127,76,35,41,85,223,199
Alabama,Malathion,80,63,57,78,70,50,45,36,19
Alabama,Maraviroc,171,173,218,183,162,149,137,126,105
Alabama,Meclizine Hcl,69630,68450,68856,69128,"62,923",59032,58223,60256,63068
Alabama,Medroxyprogesterone Acetate,10397,10662,10724,11208,"11,664",11438,11144,10692,10812
Alabama,Mefloquine Hcl,105,112,118,121,111,89,88,32,36
Alabama,Megestrol Acetate,27588,20083,16356,15006,"12,740",10641,11032,11319,11237
Alabama,Meloxicam,356539,358021,359705,356927,"3,44,49579",331411,324504,316684,319011
Alabama,Memantine Hcl,144633,143611,133495,125958,"7,435,510,243,854",110678,108548,108392,107249
Alabama,Meperidine Hcl,2723,2100,1386,1312,"1,231",872,519,92,78
Alabama,Meprobamate,314,183,75,32,22,31,47,48,40
Alabama,Mercaptopurine,503,479,528,542,531,518,501,527,482
Alabama,Meropenem,557,864,1197,1314,"1,678",1676,2389,2585,2780
Alabama,Mesalamine,10373,9807,9935,9587,"26,361,092,323,111,500,000,000,000",9286,9391,8723,8714
Alabama,Mesalamine W/Cleansing Wipes,48,48,74,51,70,90,86,72,54
Alabama,Metaxalone,6103,4514,3210,2164,"208,817",1562,1357,1436,1276
Alabama,Metformin Hcl,535840,534846,537405,540581,"1441641254,06,2441,23,46635",516181,512326,523092,520628
Alabama,Methadone Hcl,45547,41470,38129,32952,"2,704,014",21812,18271,16385,14266
Alabama,Methamphetamine Hcl,59,53,50,50,1526,49,59,50,35
Alabama,Methazolamide,873,755,556,513,547,531,519,454,462
Alabama,Methenamine Hippurate,4013,4300,4389,5012,"5,282",5955,6611,7327,7515
Alabama,Methenamine Mandelate,86,45,52,31,26,50,38,75,78
Alabama,Methimazole,7283,7514,8238,8977,"949,119",9793,9762,10119,10082
Alabama,Methocarbamol,79922,63251,46749,43497,"3,788,416",27634,41705,63259,85974
Alabama,Methotrexate Sodium,44144,44889,45243,46984,"47,488",47216,46753,45758,45511
Alabama,Methotrexate Sodium/Pf,700,1053,1443,1498,"1,567",1840,2186,2318,2495
Alabama,Methscopolamine Bromide,2124,2140,2101,1901,"1,875",1830,1775,1545,1113
Alabama,Methsuximide,40,31,31,25,21,30,26,20,12
Alabama,Methyldopa,3379,2482,1466,1147,"1,223",964,400,280,45
Alabama,Methylnaltrexone Bromide,167,227,367,373,579,892,1072,1298,1584
Alabama,Methylphenidate Hcl,12065,12891,12900,13251,"9,856,166,410,935,160,000,000,000",12853,12829,12245,11564
Alabama,Methylprednisolone,85263,90248,102729,108194,"201,12,236",115322,121074,116192,125609
Alabama,Methylprednisolone Acetate,794,723,672,530,379112,509,519,513,323
Alabama,Methylprednisolone Sod Succ,268,283,325,319,36516,396,451,478,608
Alabama,Methylprednisolone Sod Succ/Pf,268,371,357,243,195,172,185,282,257
Alabama,Metoclopramide Hcl,51519,47080,44341,39670,"35,957",33177,32684,30924,29523
Alabama,Metolazone,25255,23539,21943,20249,"19,676",19608,18647,18114,17344
Alabama,Metoprolol Succinate,314962,315423,324717,335939,"3,41,2295,356",357488,362194,377123,393983
Alabama,Metoprolol Tartrate,295243,285230,276064,271021,"142,62,557",254205,242853,234257,221844
Alabama,Metoprolol/Hydrochlorothiazide,1424,1250,1128,1071,"1,105",969,869,777,735
Alabama,Metronidazole,41447,41685,43523,43597,"4,264,047",43047,42744,39635,41204
Alabama,Metronidazole/Sodium Chloride,46,53,57,60,38,42,68,64,38
Alabama,Mexiletine Hcl,727,793,855,955,993,937,812,870,868
Alabama,Micafungin Sodium,65,123,102,100,96,155,247,158,212
Alabama,Midodrine Hcl,6315,7514,8506,9182,"10,672",11896,14031,14930,15978
Alabama,Miglitol,154,119,106,84,67,51,21,14,13
Alabama,Milnacipran Hcl,8201,7105,5685,4777,"3,699",3218,2737,2456,2293
Alabama,Minocycline Hcl,9352,9995,9919,9412,"853,713",8141,8264,7973,7684
Alabama,Minoxidil,9065,8443,7938,7334,"6,884",6603,5838,5608,5707
Alabama,Mirabegron,3085,10979,20230,29958,"34,090",39431,50312,57973,64884
Alabama,Mirtazapine,109195,116701,124808,129038,"1,30,24860",134611,135357,139025,135075
Alabama,Misoprostol,4732,4452,4065,4026,"3,760",3525,3194,2984,2623
Alabama,Modafinil,5929,5484,5409,5146,"5,214,100",5540,5965,6102,6029
Alabama,Moexipril Hcl,2645,2147,2228,2008,"1,655",1357,1202,1105,975
Alabama,Mometasone Furoate,36295,34144,26605,21874,"1,373,356,155,352,410",18551,17299,16825,15884
Alabama,Mometasone/Formoterol,11373,16225,18356,15824,"7,396",7601,8446,8020,7217
Alabama,Montelukast Sodium,172977,189560,210090,233819,"2,43,862266",253820,265310,275157,269805
Alabama,Morphine Sulfate,79377,80777,81869,81401,"4,711,153,615,569,340",63479,55387,51042,45380
Alabama,Moxifloxacin Hcl,12754,9628,7463,5941,"26,138,011,492,025",5977,7166,5668,7552
Alabama,Mupirocin,42604,44824,48089,50336,"52,403",56080,61826,61771,64367
Alabama,Mupirocin Calcium,2342,2871,2809,3265,"3,275",3009,1746,1091,981
Alabama,Mycophenolate Mofetil,3611,3893,4414,4665,"315,102",5032,5762,6183,6738
Alabama,Mycophenolate Sodium,128,209,290,403,43812,506,540,605,657
Alabama,Nabumetone,24534,22599,19567,18053,"15,881",13983,13045,12239,11510
Alabama,Nadolol,13540,12656,11769,10466,"389,730",8451,7075,6768,6486
Alabama,Nafcillin Sodium,200,282,368,320,265,195,258,214,291
Alabama,Naftifine Hcl,989,928,777,426,135134,202,272,294,224
Alabama,Naltrexone Hcl,731,863,845,1046,"1,554",1887,2151,2044,2304
Alabama,Naltrexone Microspheres,51,41,43,28,23,34,89,70,66
Alabama,Naproxen,71906,72269,71807,71684,"68,444",63976,61863,56491,53353
Alabama,Naproxen Sodium,7558,7478,7686,6633,"2,942,983,659,623",3037,2572,2298,2212
